course_id,student_id,gradebook_item,grade_category,points_possible,points_earned
PhysA-S116-01,92511,3.3 Lab Activity - Fan Cart Physics,Hw,244,219.5
PhysA-S116-01,92511,3.4 Real-Life Free Fall - Lab,Hw,10,10
PhysA-S116-01,92511,Unit 3 Test,Qz,10,8.65
PhysA-S116-01,92511,4.1 Energy Transfer Diagrams,Hw,30,30
PhysA-S116-01,92511,4.2 Lab Activity - Pulley Lab,Hw,30,NA
PhysA-S116-01,92511,4.3 Lab Activity - Pendulum,Hw,377,253.59
PhysA-S116-01,92511,PROGRESS CHECK 3 @ 11-20-15,NA,5,5
PhysA-S116-01,92511,4.4 Quiz,Qz,10,NA
PhysA-S116-01,92511,4.5 Quiz,Qz,455,253.82
PhysA-S116-01,92511,Unit 4 Test,Qz,12,12
PhysA-S116-01,92511,5.1 Lab Activity - Circular Motion,Hw,10,4.6
PhysA-S116-01,92511,5.2 Quiz,Qz,10,10
PhysA-S116-01,92511,5.3 Quiz,Qz,5,5
PhysA-S116-01,92511,5.4 Lab Activity -  Orbital Motion,Hw,5,4
PhysA-S116-01,92511,PROGRESS CHECK 4 @ 12-18-15,NA,20,16
PhysA-S116-01,92511,Unit 5 Test,Qz,10,10
PhysA-S116-01,92511,6.1 Quiz,Qz,597,529.66
PhysA-S116-01,92511,6.2 Lab Activity - Energy Conversion,Hw,28,22
PhysA-S116-01,92511,6.3 Lab Activity - Specific Heat,Hw,5,5
PhysA-S116-01,92511,6.4 Joulies and Phase Changes,Hw,10,10
PhysA-S116-01,92511,6.5 Quiz,Qz,5,10
PhysA-S116-01,92511,Unit 6 Test,Qz,5,5
PhysA-S116-01,92724,POINTS EARNED & TOTAL COURSE POINTS,NA,30,30
PhysA-S116-01,92724,WORK ATTEMPTED,NA,10,10
PhysA-S116-01,92724,1.1 Scientific Question,Hw,10,10
PhysA-S116-01,92724,1.2 Future Careers in the Fields of Physics,Hw,10,9.13
PhysA-S116-01,92724,1.3 Scientific Measurements,Hw,55,NA
PhysA-S116-01,92724,1.3 Quiz,Qz,25,18
PhysA-S116-01,92724,1.4 Quiz,Qz,5,5
PhysA-S116-01,92724,1.5 Diameter and Circumference,Hw,30,NA
PhysA-S116-01,92724,Unit 1 Test,Qz,5,5
PhysA-S116-01,92724,PROGRESS CHECK 1 @ 10-02-15,NA,10,10
PhysA-S116-01,92724,2.1 Quiz,Qz,10,10
PhysA-S116-01,92724,2.2 Motion Diagram,Hw,720,693.65
PhysA-S116-01,92724,2.3 Acceleration Argument,Hw,30,25
PhysA-S116-01,92724,2.4 How Fast Can You Throw Up?,Hw,24,14
PhysA-S116-01,92724,2.5 Quiz,Qz,20,20
PhysA-S116-01,92724,2.6 Measuring Speed with a Ruler,Hw,10,10
PhysA-S116-01,92724,Unit 2 Test,Qz,597,506.23
PhysA-S116-01,92724,3.1 Friction,Hw,345,300.08
PhysA-S116-01,92724,PROGRESS CHECK 2 @ 10-28-15,NA,10,10
PhysA-S116-01,92724,3.2 Free Body Diagrams,Hw,5,3
PhysA-S116-01,92724,3.3 Lab Activity - Fan Cart Physics,Hw,10,8.5
PhysA-S116-01,92724,3.4 Real-Life Free Fall - Lab,Hw,37,37
PhysA-S116-01,92724,Unit 3 Test,Qz,597,135.4
PhysA-S116-01,92724,4.1 Energy Transfer Diagrams,Hw,10,10
PhysA-S116-01,92724,4.2 Lab Activity - Pulley Lab,Hw,5,3
PhysA-S116-01,92724,4.3 Lab Activity - Pendulum,Hw,140,115.4
PhysA-S116-01,92724,PROGRESS CHECK 3 @ 11-20-15,NA,10,9
PhysA-S116-01,92724,4.4 Quiz,Qz,457,391.98
PhysA-S116-01,92724,4.5 Quiz,Qz,10,8.5
PhysA-S116-01,92724,Unit 4 Test,Qz,15,14
PhysA-S116-01,92724,5.1 Lab Activity - Circular Motion,Hw,10,8.88
PhysA-S116-01,92724,5.2 Quiz,Qz,597,407.5
PhysA-S116-01,92724,5.3 Quiz,Qz,10,10
PhysA-S116-01,92724,5.4 Lab Activity -  Orbital Motion,Hw,10,10
PhysA-S116-01,92724,PROGRESS CHECK 4 @ 12-18-15,NA,5,3
PhysA-S116-01,92724,Unit 5 Test,Qz,10,NA
PhysA-S116-01,92724,6.1 Quiz,Qz,5,5
PhysA-S116-01,92724,6.2 Lab Activity - Energy Conversion,Hw,438,215.19
PhysA-S116-01,92724,6.3 Lab Activity - Specific Heat,Hw,5,5
PhysA-S116-01,92724,6.4 Joulies and Phase Changes,Hw,10,NA
PhysA-S116-01,92724,6.5 Quiz,Qz,20,NA
PhysA-S116-01,92724,Unit 6 Test,Qz,30,22
PhysA-S116-01,92725,POINTS EARNED & TOTAL COURSE POINTS,NA,10,6
PhysA-S116-01,92725,WORK ATTEMPTED,NA,30,25
PhysA-S116-01,92725,1.1 Scientific Question,Hw,30,NA
PhysA-S116-01,92725,1.2 Future Careers in the Fields of Physics,Hw,50,50
PhysA-S116-01,92725,1.3 Scientific Measurements,Hw,10,10
PhysA-S116-01,92725,1.3 Quiz,Qz,24,22
PhysA-S116-01,92725,1.4 Quiz,Qz,10,10
PhysA-S116-01,92725,1.5 Diameter and Circumference,Hw,597,488.66
PhysA-S116-01,92725,Unit 1 Test,Qz,12,10.56
PhysA-S116-01,92725,PROGRESS CHECK 1 @ 10-02-15,NA,75,60
PhysA-S116-01,92725,2.1 Quiz,Qz,10,5.5
PhysA-S116-01,92725,2.2 Motion Diagram,Hw,10,8
PhysA-S116-01,92725,2.3 Acceleration Argument,Hw,15,8
PhysA-S116-01,92725,2.4 How Fast Can You Throw Up?,Hw,10,10
PhysA-S116-01,92725,2.5 Quiz,Qz,720,22
PhysA-S116-01,92725,2.6 Measuring Speed with a Ruler,Hw,10,10
PhysA-S116-01,92725,Unit 2 Test,Qz,10,10
PhysA-S116-01,92725,3.1 Friction,Hw,20,12
PhysA-S116-01,92725,PROGRESS CHECK 2 @ 10-28-15,NA,10,10
PhysA-S116-01,92725,3.2 Free Body Diagrams,Hw,28,20
PhysA-S116-01,92725,3.3 Lab Activity - Fan Cart Physics,Hw,10,10
PhysA-S116-01,92725,3.4 Real-Life Free Fall - Lab,Hw,20,10
PhysA-S116-01,92725,Unit 3 Test,Qz,10,10
PhysA-S116-01,92725,4.1 Energy Transfer Diagrams,Hw,10,NA
PhysA-S116-01,92725,4.2 Lab Activity - Pulley Lab,Hw,75,70
PhysA-S116-01,92725,4.3 Lab Activity - Pendulum,Hw,28,22
PhysA-S116-01,92725,PROGRESS CHECK 3 @ 11-20-15,NA,5,2
PhysA-S116-01,92725,4.4 Quiz,Qz,345,66.63
PhysA-S116-01,92725,4.5 Quiz,Qz,10,NA
PhysA-S116-01,92725,Unit 4 Test,Qz,10,NA
PhysA-S116-01,92725,5.1 Lab Activity - Circular Motion,Hw,10,6
PhysA-S116-01,92725,5.2 Quiz,Qz,5,4.75
PhysA-S116-01,92725,5.3 Quiz,Qz,5,5
PhysA-S116-01,92725,5.4 Lab Activity -  Orbital Motion,Hw,10,10
PhysA-S116-01,92725,PROGRESS CHECK 4 @ 12-18-15,NA,5,NA
PhysA-S116-01,92725,Unit 5 Test,Qz,597,564.64
PhysA-S116-01,92725,6.1 Quiz,Qz,10,8
PhysA-S116-01,92725,6.2 Lab Activity - Energy Conversion,Hw,345,276.52
PhysA-S116-01,92725,6.3 Lab Activity - Specific Heat,Hw,10,10
PhysA-S116-01,92725,6.4 Joulies and Phase Changes,Hw,5,1
PhysA-S116-01,92725,6.5 Quiz,Qz,5,5
PhysA-S116-01,92725,Unit 6 Test,Qz,5,5
PhysA-S116-01,92726,POINTS EARNED & TOTAL COURSE POINTS,NA,5,5
PhysA-S116-01,92726,WORK ATTEMPTED,NA,10,7.5
PhysA-S116-01,92726,1.1 Scientific Question,Hw,5,5
PhysA-S116-01,92726,1.2 Future Careers in the Fields of Physics,Hw,5,5
PhysA-S116-01,92726,1.3 Scientific Measurements,Hw,5,NA
PhysA-S116-01,92726,1.3 Quiz,Qz,105,43.95
PhysA-S116-01,92726,1.4 Quiz,Qz,5,5
PhysA-S116-01,92726,1.5 Diameter and Circumference,Hw,5,5
PhysA-S116-01,92726,Unit 1 Test,Qz,30,26
PhysA-S116-01,92726,PROGRESS CHECK 1 @ 10-02-15,NA,720,664.5
PhysA-S116-01,92726,2.1 Quiz,Qz,24,14
PhysA-S116-01,92726,2.2 Motion Diagram,Hw,140,134
PhysA-S116-01,92726,2.3 Acceleration Argument,Hw,10,8.5
PhysA-S116-01,92726,2.4 How Fast Can You Throw Up?,Hw,5,5
PhysA-S116-01,92726,2.5 Quiz,Qz,37,36.23
PhysA-S116-01,92726,2.6 Measuring Speed with a Ruler,Hw,10,NA
PhysA-S116-01,92726,Unit 2 Test,Qz,10,10
PhysA-S116-01,92726,3.1 Friction,Hw,15,15
PhysA-S116-01,92726,PROGRESS CHECK 2 @ 10-28-15,NA,5,5
PhysA-S116-01,92726,3.2 Free Body Diagrams,Hw,438,373.98
PhysA-S116-01,92726,3.3 Lab Activity - Fan Cart Physics,Hw,10,10
PhysA-S116-01,92726,3.4 Real-Life Free Fall - Lab,Hw,10,NA
PhysA-S116-01,92726,Unit 3 Test,Qz,5,5
PhysA-S116-01,92726,4.1 Energy Transfer Diagrams,Hw,5,5
PhysA-S116-01,92726,4.2 Lab Activity - Pulley Lab,Hw,20,20
PhysA-S116-01,92726,4.3 Lab Activity - Pendulum,Hw,10,8
PhysA-S116-01,92726,PROGRESS CHECK 3 @ 11-20-15,NA,10,NA
PhysA-S116-01,92726,4.4 Quiz,Qz,5,5
PhysA-S116-01,92726,4.5 Quiz,Qz,15,12
PhysA-S116-01,92726,Unit 4 Test,Qz,10,10
PhysA-S116-01,92726,5.1 Lab Activity - Circular Motion,Hw,10,NA
PhysA-S116-01,92726,5.2 Quiz,Qz,10,6
PhysA-S116-01,92726,5.3 Quiz,Qz,5,NA
PhysA-S116-01,92726,5.4 Lab Activity -  Orbital Motion,Hw,625,554.39
PhysA-S116-01,92726,PROGRESS CHECK 4 @ 12-18-15,NA,5,5
PhysA-S116-01,92726,Unit 5 Test,Qz,5,4.5
PhysA-S116-01,92726,6.1 Quiz,Qz,5,4
PhysA-S116-01,92726,6.2 Lab Activity - Energy Conversion,Hw,15,7
PhysA-S116-01,92726,6.3 Lab Activity - Specific Heat,Hw,5,NA
PhysA-S116-01,92726,6.4 Joulies and Phase Changes,Hw,5,4
PhysA-S116-01,92726,6.5 Quiz,Qz,345,318
PhysA-S116-01,92726,Unit 6 Test,Qz,15,14
PhysA-S116-01,92727,POINTS EARNED & TOTAL COURSE POINTS,NA,5,1
PhysA-S116-01,92727,WORK ATTEMPTED,NA,30,27.75
PhysA-S116-01,92727,1.1 Scientific Question,Hw,10,9
PhysA-S116-01,92727,1.2 Future Careers in the Fields of Physics,Hw,12,12
PhysA-S116-01,92727,1.3 Scientific Measurements,Hw,30,0
PhysA-S116-01,92727,1.3 Quiz,Qz,20,20
PhysA-S116-01,92727,1.4 Quiz,Qz,10,10
PhysA-S116-01,92727,1.5 Diameter and Circumference,Hw,597,436.28
PhysA-S116-01,92727,Unit 1 Test,Qz,10,10
PhysA-S116-01,92727,PROGRESS CHECK 1 @ 10-02-15,NA,465,361.96
PhysA-S116-01,92727,2.1 Quiz,Qz,10,NA
PhysA-S116-01,92727,2.2 Motion Diagram,Hw,625,441.29667
PhysA-S116-01,92727,2.3 Acceleration Argument,Hw,5,4.25
PhysA-S116-01,92727,2.4 How Fast Can You Throw Up?,Hw,443,417
PhysA-S116-01,92727,2.5 Quiz,Qz,5,5
PhysA-S116-01,92727,2.6 Measuring Speed with a Ruler,Hw,20,20
PhysA-S116-01,92727,Unit 2 Test,Qz,10,8.65
PhysA-S116-01,92727,3.1 Friction,Hw,5,5
PhysA-S116-01,92727,PROGRESS CHECK 2 @ 10-28-15,NA,15,15
PhysA-S116-01,92727,3.2 Free Body Diagrams,Hw,465,66.63
PhysA-S116-01,92727,3.3 Lab Activity - Fan Cart Physics,Hw,10,6
PhysA-S116-01,92727,3.4 Real-Life Free Fall - Lab,Hw,30,27
PhysA-S116-01,92727,Unit 3 Test,Qz,10,10
PhysA-S116-01,92727,4.1 Energy Transfer Diagrams,Hw,5,4
PhysA-S116-01,92727,4.2 Lab Activity - Pulley Lab,Hw,30,18
PhysA-S116-01,92727,4.3 Lab Activity - Pendulum,Hw,10,10
PhysA-S116-01,92727,PROGRESS CHECK 3 @ 11-20-15,NA,75,60
PhysA-S116-01,92727,4.4 Quiz,Qz,935,506.38
PhysA-S116-01,92727,4.5 Quiz,Qz,24,14
PhysA-S116-01,92727,Unit 4 Test,Qz,15,14
PhysA-S116-01,92727,5.1 Lab Activity - Circular Motion,Hw,10,10
PhysA-S116-01,92727,5.2 Quiz,Qz,10,10
PhysA-S116-01,92727,5.3 Quiz,Qz,5,3
PhysA-S116-01,92727,5.4 Lab Activity -  Orbital Motion,Hw,10,10
PhysA-S116-01,92727,PROGRESS CHECK 4 @ 12-18-15,NA,10,10
PhysA-S116-01,92727,Unit 5 Test,Qz,10,10
PhysA-S116-01,92727,6.1 Quiz,Qz,5,4
PhysA-S116-01,92727,6.2 Lab Activity - Energy Conversion,Hw,10,9
PhysA-S116-01,92727,6.3 Lab Activity - Specific Heat,Hw,12,12
PhysA-S116-01,92727,6.4 Joulies and Phase Changes,Hw,15,12
PhysA-S116-01,92727,6.5 Quiz,Qz,37,NA
PhysA-S116-01,92727,Unit 6 Test,Qz,24,16
PhysA-S116-01,92729,POINTS EARNED & TOTAL COURSE POINTS,NA,30,29
PhysA-S116-01,92729,WORK ATTEMPTED,NA,10,10
PhysA-S116-01,92729,1.1 Scientific Question,Hw,5,5
PhysA-S116-01,92729,1.2 Future Careers in the Fields of Physics,Hw,5,5
PhysA-S116-01,92729,1.3 Scientific Measurements,Hw,10,10
PhysA-S116-01,92729,1.3 Quiz,Qz,5,5
PhysA-S116-01,92729,1.4 Quiz,Qz,10,NA
PhysA-S116-01,92729,1.5 Diameter and Circumference,Hw,5,5
PhysA-S116-01,92729,Unit 1 Test,Qz,10,10
PhysA-S116-01,92729,PROGRESS CHECK 1 @ 10-02-15,NA,353,211.94
PhysA-S116-01,92729,2.1 Quiz,Qz,10,5
PhysA-S116-01,92729,2.2 Motion Diagram,Hw,10,7
PhysA-S116-01,92729,2.3 Acceleration Argument,Hw,10,9
PhysA-S116-01,92729,2.4 How Fast Can You Throw Up?,Hw,5,5
PhysA-S116-01,92729,2.5 Quiz,Qz,10,9
PhysA-S116-01,92729,2.6 Measuring Speed with a Ruler,Hw,5,NA
PhysA-S116-01,92729,Unit 2 Test,Qz,5,4.25
PhysA-S116-01,92729,3.1 Friction,Hw,24,18
PhysA-S116-01,92729,PROGRESS CHECK 2 @ 10-28-15,NA,10,10
PhysA-S116-01,92729,3.2 Free Body Diagrams,Hw,5,5
PhysA-S116-01,92729,3.3 Lab Activity - Fan Cart Physics,Hw,438,285.48
PhysA-S116-01,92729,3.4 Real-Life Free Fall - Lab,Hw,10,6
PhysA-S116-01,92729,Unit 3 Test,Qz,5,5
PhysA-S116-01,92729,4.1 Energy Transfer Diagrams,Hw,5,5
PhysA-S116-01,92729,4.2 Lab Activity - Pulley Lab,Hw,10,8
PhysA-S116-01,92729,4.3 Lab Activity - Pendulum,Hw,5,NA
PhysA-S116-01,92729,PROGRESS CHECK 3 @ 11-20-15,NA,5,5
PhysA-S116-01,92729,4.4 Quiz,Qz,5,4
PhysA-S116-01,92729,4.5 Quiz,Qz,10,10
PhysA-S116-01,92729,Unit 4 Test,Qz,12,12
PhysA-S116-01,92729,5.1 Lab Activity - Circular Motion,Hw,10,4
PhysA-S116-01,92729,5.2 Quiz,Qz,597,71.75
PhysA-S116-01,92729,5.3 Quiz,Qz,10,10
PhysA-S116-01,92729,5.4 Lab Activity -  Orbital Motion,Hw,10,10
PhysA-S116-01,92729,PROGRESS CHECK 4 @ 12-18-15,NA,50,44
PhysA-S116-01,92729,Unit 5 Test,Qz,5,5
PhysA-S116-01,92729,6.1 Quiz,Qz,5,5
PhysA-S116-01,92729,6.2 Lab Activity - Energy Conversion,Hw,5,4
PhysA-S116-01,92729,6.3 Lab Activity - Specific Heat,Hw,5,5
PhysA-S116-01,92729,6.4 Joulies and Phase Changes,Hw,5,5
PhysA-S116-01,92729,6.5 Quiz,Qz,10,10
PhysA-S116-01,92729,Unit 6 Test,Qz,24,10
PhysA-S116-01,92732,POINTS EARNED & TOTAL COURSE POINTS,NA,10,NA
PhysA-S116-01,92732,WORK ATTEMPTED,NA,5,4.63
PhysA-S116-01,92732,1.1 Scientific Question,Hw,5,5
PhysA-S116-01,92732,1.2 Future Careers in the Fields of Physics,Hw,10,8
PhysA-S116-01,92732,1.3 Scientific Measurements,Hw,10,10
PhysA-S116-01,92732,1.3 Quiz,Qz,5,5
PhysA-S116-01,92732,1.4 Quiz,Qz,10,9.4
PhysA-S116-01,92732,1.5 Diameter and Circumference,Hw,10,10
PhysA-S116-01,92732,Unit 1 Test,Qz,10,10
PhysA-S116-01,92732,PROGRESS CHECK 1 @ 10-02-15,NA,10,10
PhysA-S116-01,92732,2.1 Quiz,Qz,10,7
PhysA-S116-01,92732,2.2 Motion Diagram,Hw,10,10
PhysA-S116-01,92732,2.3 Acceleration Argument,Hw,635,259
PhysA-S116-01,92732,2.4 How Fast Can You Throw Up?,Hw,75,70
PhysA-S116-01,92732,2.5 Quiz,Qz,10,10
PhysA-S116-01,92732,2.6 Measuring Speed with a Ruler,Hw,30,27
PhysA-S116-01,92732,Unit 2 Test,Qz,30,17.63
PhysA-S116-01,92732,3.1 Friction,Hw,10,10
PhysA-S116-01,92732,PROGRESS CHECK 2 @ 10-28-15,NA,20,18
PhysA-S116-01,92732,3.2 Free Body Diagrams,Hw,10,10
PhysA-S116-01,92732,3.3 Lab Activity - Fan Cart Physics,Hw,12,12
PhysA-S116-01,92732,3.4 Real-Life Free Fall - Lab,Hw,30,24
PhysA-S116-01,92732,Unit 3 Test,Qz,30,28
PhysA-S116-01,92732,4.1 Energy Transfer Diagrams,Hw,5,5
PhysA-S116-01,92732,4.2 Lab Activity - Pulley Lab,Hw,10,10
PhysA-S116-01,92732,4.3 Lab Activity - Pendulum,Hw,10,10
PhysA-S116-01,92732,PROGRESS CHECK 3 @ 11-20-15,NA,5,NA
PhysA-S116-01,92732,4.4 Quiz,Qz,10,NA
PhysA-S116-01,92732,4.5 Quiz,Qz,20,12
PhysA-S116-01,92732,Unit 4 Test,Qz,10,10
PhysA-S116-01,92732,5.1 Lab Activity - Circular Motion,Hw,10,NA
PhysA-S116-01,92732,5.2 Quiz,Qz,10,NA
PhysA-S116-01,92732,5.3 Quiz,Qz,10,10
PhysA-S116-01,92732,5.4 Lab Activity -  Orbital Motion,Hw,30,24
PhysA-S116-01,92732,PROGRESS CHECK 4 @ 12-18-15,NA,10,5
PhysA-S116-01,92732,Unit 5 Test,Qz,5,4
PhysA-S116-01,92732,6.1 Quiz,Qz,5,NA
PhysA-S116-01,92732,6.2 Lab Activity - Energy Conversion,Hw,5,5
PhysA-S116-01,92732,6.3 Lab Activity - Specific Heat,Hw,30,30
PhysA-S116-01,92732,6.4 Joulies and Phase Changes,Hw,5,5
PhysA-S116-01,92732,6.5 Quiz,Qz,10,10
PhysA-S116-01,92732,Unit 6 Test,Qz,10,8
PhysA-S116-01,92733,POINTS EARNED & TOTAL COURSE POINTS,NA,457,381.65
PhysA-S116-01,92733,WORK ATTEMPTED,NA,10,10
PhysA-S116-01,92733,1.1 Scientific Question,Hw,720,702
PhysA-S116-01,92733,1.2 Future Careers in the Fields of Physics,Hw,15,6
PhysA-S116-01,92733,1.3 Scientific Measurements,Hw,20,14
PhysA-S116-01,92733,1.3 Quiz,Qz,12,12
PhysA-S116-01,92733,1.4 Quiz,Qz,10,8.25
PhysA-S116-01,92733,1.5 Diameter and Circumference,Hw,15,15
PhysA-S116-01,92733,Unit 1 Test,Qz,5,5
PhysA-S116-01,92733,PROGRESS CHECK 1 @ 10-02-15,NA,10,10
PhysA-S116-01,92733,2.1 Quiz,Qz,10,8.25
PhysA-S116-01,92733,2.2 Motion Diagram,Hw,597,532.1
PhysA-S116-01,92733,2.3 Acceleration Argument,Hw,10,9
PhysA-S116-01,92733,2.4 How Fast Can You Throw Up?,Hw,15,15
PhysA-S116-01,92733,2.5 Quiz,Qz,20,20
PhysA-S116-01,92733,2.6 Measuring Speed with a Ruler,Hw,5,3
PhysA-S116-01,92733,Unit 2 Test,Qz,15,13
PhysA-S116-01,92733,3.1 Friction,Hw,220,209.88
PhysA-S116-01,92733,PROGRESS CHECK 2 @ 10-28-15,NA,30,24
PhysA-S116-01,92733,3.2 Free Body Diagrams,Hw,5,5
PhysA-S116-01,92733,3.3 Lab Activity - Fan Cart Physics,Hw,10,10
PhysA-S116-01,92733,3.4 Real-Life Free Fall - Lab,Hw,5,5
PhysA-S116-01,92733,Unit 3 Test,Qz,24,12
PhysA-S116-01,92733,4.1 Energy Transfer Diagrams,Hw,5,5
PhysA-S116-01,92733,4.2 Lab Activity - Pulley Lab,Hw,345,318.635
PhysA-S116-01,92733,4.3 Lab Activity - Pendulum,Hw,20,12
PhysA-S116-01,92733,PROGRESS CHECK 3 @ 11-20-15,NA,20,18
PhysA-S116-01,92733,4.4 Quiz,Qz,30,24
PhysA-S116-01,92733,4.5 Quiz,Qz,10,10
PhysA-S116-01,92733,Unit 4 Test,Qz,10,10
PhysA-S116-01,92733,5.1 Lab Activity - Circular Motion,Hw,12,12
PhysA-S116-01,92733,5.2 Quiz,Qz,10,10
PhysA-S116-01,92733,5.3 Quiz,Qz,10,7.4
PhysA-S116-01,92733,5.4 Lab Activity -  Orbital Motion,Hw,10,9.25
PhysA-S116-01,92733,PROGRESS CHECK 4 @ 12-18-15,NA,30,18
PhysA-S116-01,92733,Unit 5 Test,Qz,10,10
PhysA-S116-01,92733,6.1 Quiz,Qz,30,28
PhysA-S116-01,92733,6.2 Lab Activity - Energy Conversion,Hw,12,10.5
PhysA-S116-01,92733,6.3 Lab Activity - Specific Heat,Hw,5,5
PhysA-S116-01,92733,6.4 Joulies and Phase Changes,Hw,5,NA
PhysA-S116-01,92733,6.5 Quiz,Qz,10,10
PhysA-S116-01,92733,Unit 6 Test,Qz,5,5
PhysA-S116-01,92740,POINTS EARNED & TOTAL COURSE POINTS,NA,12,12
PhysA-S116-01,92740,WORK ATTEMPTED,NA,30,NA
PhysA-S116-01,92740,1.1 Scientific Question,Hw,10,10
PhysA-S116-01,92740,1.2 Future Careers in the Fields of Physics,Hw,30,16.5
PhysA-S116-01,92740,1.3 Scientific Measurements,Hw,930,780.83
PhysA-S116-01,92740,1.3 Quiz,Qz,5,5
PhysA-S116-01,92740,1.4 Quiz,Qz,20,10
PhysA-S116-01,92740,1.5 Diameter and Circumference,Hw,597,432.31
PhysA-S116-01,92740,Unit 1 Test,Qz,10,4
PhysA-S116-01,92740,PROGRESS CHECK 1 @ 10-02-15,NA,12,12
PhysA-S116-01,92740,2.1 Quiz,Qz,10,10
PhysA-S116-01,92740,2.2 Motion Diagram,Hw,5,5
PhysA-S116-01,92740,2.3 Acceleration Argument,Hw,10,NA
PhysA-S116-01,92740,2.4 How Fast Can You Throw Up?,Hw,28,22
PhysA-S116-01,92740,2.5 Quiz,Qz,5,5
PhysA-S116-01,92740,2.6 Measuring Speed with a Ruler,Hw,10,10
PhysA-S116-01,92740,Unit 2 Test,Qz,5,5
PhysA-S116-01,92740,3.1 Friction,Hw,50,NA
PhysA-S116-01,92740,PROGRESS CHECK 2 @ 10-28-15,NA,15,15
PhysA-S116-01,92740,3.2 Free Body Diagrams,Hw,30,28.88
PhysA-S116-01,92740,3.3 Lab Activity - Fan Cart Physics,Hw,10,10
PhysA-S116-01,92740,3.4 Real-Life Free Fall - Lab,Hw,10,10
PhysA-S116-01,92740,Unit 3 Test,Qz,28,NA
PhysA-S116-01,92740,4.1 Energy Transfer Diagrams,Hw,15,15
PhysA-S116-01,92740,4.2 Lab Activity - Pulley Lab,Hw,387,360.6
PhysA-S116-01,92740,4.3 Lab Activity - Pendulum,Hw,10,5.25
PhysA-S116-01,92740,PROGRESS CHECK 3 @ 11-20-15,NA,10,9
PhysA-S116-01,92740,4.4 Quiz,Qz,30,28.88
PhysA-S116-01,92740,4.5 Quiz,Qz,20,20
PhysA-S116-01,92740,Unit 4 Test,Qz,10,3.1
PhysA-S116-01,92740,5.1 Lab Activity - Circular Motion,Hw,5,5
PhysA-S116-01,92740,5.2 Quiz,Qz,10,10
PhysA-S116-01,92740,5.3 Quiz,Qz,10,3.98
PhysA-S116-01,92740,5.4 Lab Activity -  Orbital Motion,Hw,15,14
PhysA-S116-01,92740,PROGRESS CHECK 4 @ 12-18-15,NA,10,6
PhysA-S116-01,92740,Unit 5 Test,Qz,10,10
PhysA-S116-01,92740,6.1 Quiz,Qz,5,5
PhysA-S116-01,92740,6.2 Lab Activity - Energy Conversion,Hw,465,62.25
PhysA-S116-01,92740,6.3 Lab Activity - Specific Heat,Hw,438,329.74
PhysA-S116-01,92740,6.4 Joulies and Phase Changes,Hw,10,8
PhysA-S116-01,92740,6.5 Quiz,Qz,10,10
PhysA-S116-01,92740,Unit 6 Test,Qz,5,5
PhysA-S116-01,92741,POINTS EARNED & TOTAL COURSE POINTS,NA,10,3
PhysA-S116-01,92741,WORK ATTEMPTED,NA,235,114.45
PhysA-S116-01,92741,1.1 Scientific Question,Hw,10,10
PhysA-S116-01,92741,1.2 Future Careers in the Fields of Physics,Hw,10,5.5
PhysA-S116-01,92741,1.3 Scientific Measurements,Hw,20,16
PhysA-S116-01,92741,1.3 Quiz,Qz,345,306
PhysA-S116-01,92741,1.4 Quiz,Qz,30,21.75
PhysA-S116-01,92741,1.5 Diameter and Circumference,Hw,75,65
PhysA-S116-01,92741,Unit 1 Test,Qz,5,5
PhysA-S116-01,92741,PROGRESS CHECK 1 @ 10-02-15,NA,10,NA
PhysA-S116-01,92741,2.1 Quiz,Qz,10,8.5
PhysA-S116-01,92741,2.2 Motion Diagram,Hw,10,10
PhysA-S116-01,92741,2.3 Acceleration Argument,Hw,438,NA
PhysA-S116-01,92741,2.4 How Fast Can You Throw Up?,Hw,15,NA
PhysA-S116-01,92741,2.5 Quiz,Qz,5,5
PhysA-S116-01,92741,2.6 Measuring Speed with a Ruler,Hw,5,5
PhysA-S116-01,92741,Unit 2 Test,Qz,25,25
PhysA-S116-01,92741,3.1 Friction,Hw,720,710
PhysA-S116-01,92741,PROGRESS CHECK 2 @ 10-28-15,NA,5,3
PhysA-S116-01,92741,3.2 Free Body Diagrams,Hw,10,10
PhysA-S116-01,92741,3.3 Lab Activity - Fan Cart Physics,Hw,40,NA
PhysA-S116-01,92741,3.4 Real-Life Free Fall - Lab,Hw,10,10
PhysA-S116-01,92741,Unit 3 Test,Qz,5,3
PhysA-S116-01,92741,4.1 Energy Transfer Diagrams,Hw,10,6
PhysA-S116-01,92741,4.2 Lab Activity - Pulley Lab,Hw,10,NA
PhysA-S116-01,92741,4.3 Lab Activity - Pendulum,Hw,10,10
PhysA-S116-01,92741,PROGRESS CHECK 3 @ 11-20-15,NA,30,24
PhysA-S116-01,92741,4.4 Quiz,Qz,30,30
PhysA-S116-01,92741,4.5 Quiz,Qz,5,5
PhysA-S116-01,92741,Unit 4 Test,Qz,237,147.32
PhysA-S116-01,92741,5.1 Lab Activity - Circular Motion,Hw,50,55.5
PhysA-S116-01,92741,5.2 Quiz,Qz,100,74.5
PhysA-S116-01,92741,5.3 Quiz,Qz,10,9.5
PhysA-S116-01,92741,5.4 Lab Activity -  Orbital Motion,Hw,15,8
PhysA-S116-01,92741,PROGRESS CHECK 4 @ 12-18-15,NA,10,10
PhysA-S116-01,92741,Unit 5 Test,Qz,10,10
